_id,created_at,ward_id,title,description,sub_category_id,civic_agency_id,location,address,latitude,longitude,ward_title,category_id,category_title,sub_category_title,civic_agency_title,complaint_status_title,comment_count,time_score,time_level
2080,2019-05-05 21:53:00,173,Don't play with lives in the name of Metro,This pothole is right in the middle of the main road from from BTM AXA building signal towards central silk board junction. The road is already narrow and is in a mess because of the metro work and on such a narrow road they have placed such hurdles to cover up potholes which puts the lives of the commuters in real danger. Don't play with safety in the name of metro.,66,10.0,"Central Silk Board (Towards Silk Board Junction), Santhosapuram, Venkatapura, Bengaluru, Karnataka 560068, India",BTM To Silk Board Junction,12.91819778,77.62227732,Jakkasandra,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Open,0,1.0,critical
2081,2019-05-05 21:57:00,172,Don't play with lives in the name of metro work,This pothole is right in the middle of the main road from from BTM AXA building signal towards central silk board junction. The road is already narrow and is in a mess because of the metro work and on such a narrow road they have placed such hurdles to cover up potholes which puts the lives of the commuters in real danger. Don't play with safety in the name of metro.,66,10.0,"Novel Busineess Center,, 10, Outer Ring Rd, Btm Layout 1, Bengaluru, Karnataka 560068, India",Towards silk board junction,12.91662096,77.62031629,Madivala,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,2,0.0,resolved
2082,2019-05-05 22:02:00,114,Dangerously low sign board on footpath that injures people,This hoarding is placed right in front of the footpath and today it injured my wife's head while she was trying to get on to the footpath from the road. This board is too low that a person of average height could still get head injuries. I wonder why the authorities allow such dangerous boards right near the footpath. Please remove this and save the heads of people walking here. I don't want anymore pedestrians to get head injuries under this board.,32,10.0,"# 2795, 27Th Main, Sector 1, Hsr Lay Out, Near Bata Showroom, Agara Village, 1St Sector, Hsr Layout, Bengaluru, Karnataka 560102, India",Near Amba Bajaj,12.9228888,77.6514232,Agaram,15.0,"Mobility - Roads, Footpaths and Infrastructure",Removal Of Illegal Posters And Hoardings,BBMP,Resolved,3,0.0,resolved
2083,2019-05-06 00:17:00,192,No power supply regularly,We are facing more power difficulties . Bangalore is the 5th metro city in india and why the authorities are not working to solve these power supply problems .most of the time no power in this area.,33,1.0,"Classic Paradise Layout, Begur, Bengaluru, Karnataka 560076, India",Chikka begur,12.8788019,77.621393,Begur,4.0,Electricity and Power Supply,Regular Supply Of Electricity,BESCOM,Open,0,1.0,critical
2084,2019-05-06 06:50:00,27,Garbage on footpath causing rat menace,Garbage on footpath causing rat menace,155,10.0,"829, 9Th Main Rd, Hrbr Layout 1St Block, Hrbr Layout, Banasawadi, Bengaluru, Karnataka 560043, India",,13.0217037,77.6472257,Banasavadi,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,3,0.0,resolved
2085,2019-05-06 08:05:00,78,Construction  materials  blocking  the  road,Construction  materials  blocking  the  road,67,10.0,"Cleveland Road, Cleveland Town, Pulikeshi Nagar, Bengaluru, Karnataka, India",,12.99475681,77.61315895,Pulikeshinagar,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,1,0.0,resolved
2086,2019-05-06 11:05:00,55,Install street lights,When we enter near to the building for a 5 mins walk there is no street light and it’s very scary . Please do install street lights there,165,10.0,"Kamadhenu Nagar, B Narayanapura, Mahadevapura, Bengaluru, Karnataka 560016, India",Near to phoenix mall,12.998636,77.6870064,Devasandra,470.0,Streetlights,Installation Of New Streetlights,BBMP,Resolved,2,0.0,resolved
2087,2019-05-06 11:22:00,52,Need of Street light (Electric Pole already available),"Hi Sir,

In Subash Nagar 4th Main there is a need of Street light. Electric pole is already there but no street light. Because of security and safety reasons I would request to install street light.",165,10.0,"5Th Cross Subash Nagar, Nh 4, Sannatammanahalli, Krishnarajapura, Bengaluru, Karnataka 560049, India",Opposite to Domino's,13.0186066,77.7059098,K R Puram,470.0,Streetlights,Installation Of New Streetlights,BBMP,Resolved,4,0.0,resolved
2088,2019-05-06 12:48:00,174,Frequent long time power cut,"Hi,
In this area power is very frequent and duration of the power cut is very long often times it goes 2hrs It is annoying.",33,1.0,"Rajiv Gandhi Nagar, Hsr Layout, Bengaluru, Karnataka 560068, India","4th Main, 23rd A Cross",12.9088622,77.6299858,HSR Layout,4.0,Electricity and Power Supply,Regular Supply Of Electricity,BESCOM,Open,0,0.264,low
2089,2019-05-06 13:06:00,64,"Hello Sir/Madam,
Tree Branches has been 
 cut by KPTCL on saturda...","Hello Sir/Madam,
Tree Branches has been 
 cut by KPTCL on saturday at few places n has not been removed yet n blocking road slightly  and people here started have putting garbage on it n making these places dirty , And its blocking us to pass our car inside conservency road so kindly request to remove those immediatly  n make these place clean ..
And no sweepers come inside conservency road  to sweep the road ,Kindly do the needful to assign to sweep the road as well.
Thank you,
Hoping for solve this issue ASAP.",155,10.0,"13/a, Nagappa St, Dnr Layout, Guttahalli, Bengaluru, Karnataka 560020, India",,12.9975437,77.5783122,Rajamahal Guttahalli,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,3,0.0,resolved
2090,2019-05-06 13:43:00,119,Garbage in and around GR Lane,"I am visiting Bangalore for 2 days and staying at GR Lane. The area in and around G R Lane and also opposite ram medical has huge dumps of garbage and cow dung, which is not cleaned regularly. Requesting the authorities to take note and help with immediate action.",155,10.0,"Gurkar Ramanayak Ln, Thigalarpet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",Near GOVT School,12.9651666,77.581181,Dharmaraya Swamy Temple,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2,0.0,resolved
2091,2019-05-06 13:49:00,78,Sewage drain fully blocked,Sewage drain fully blocked,42,,"15/1, Promenade Rd, Cleveland Town, Frazer Town, Bangalore, Karnataka- 560 005, India",,12.99399245,77.610986,Pulikeshinagar,9.0,Others,Others,,Open,0,0.236,new
2092,2019-05-06 13:54:00,78,Sewage drain fully blocked,Sewage drain fully blocked,42,,"Promenade Rd, Cleveland Town, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India",,12.99396855,77.61111826,Pulikeshinagar,9.0,Others,Others,,Open,0,1.0,critical
2093,2019-05-06 17:52:00,150,Challaghatta bridge has become a stinking garbage dump!!,Challaghatta bridge has become a stinking garbage dump!!,155,10.0,"Challaghatta, Bengaluru, Karnataka, India",,12.9505711,77.6445168,Bellanduru,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Re-opened,15,1.0,critical
2094,2019-05-06 17:54:00,148,Ejipura- Ashwini layout road dug up and not replaced,Ejipura- Ashwini layout road dug up and not replaced,67,10.0,"Ashwini Layout, Ejipura, Bengaluru, Karnataka, India",,12.9402346,77.6289117,Ejipura,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,1,0.0,resolved
2095,2019-05-06 18:28:00,90,Wires on footpath,"Unable to walk comfortably.. Leg gets stuck in wires and people are like falling.. 

Please take action as soon as possible...",422,10.0,"2/1, Swamy Vivekananda Rd, Someshwarpura, Halasuru, Bengaluru, Karnataka, India",Opposite to oberoi hotel,12.973453,77.6222796,Ulsoor,15.0,"Mobility - Roads, Footpaths and Infrastructure",Repair Of Existing Footpaths,BBMP,Resolved,2,0.0,resolved
2096,2019-05-06 19:23:00,25,"Roads full of dangerous pot holes, dug every 2 months and left with dangerously laid out gravel","I would like to raise a complaint against BBMP. Like, in the past 7-8 months, the roads in our locality undergo a digging and reconstruction regime almost every 2 months. It's a regular affair. The contractors do not take any responsibility for their activities, simply passing the ball onto their senior engineers.  The same story continues with the sr. engineers too. They often leave massive pot holes on the half dug, dangerously graveled roads. They cover it with more gravel to hide the potholes. They leave piles of dug up soil right in the middle of the road creating nuisance for people. There's hardly any space left to take vehicles (even 2 wheelers) out. Due to the constant dust in the air, my wife is now suffering with all sorts of dust allergies. We are planning to now move out of the city altogether because of such hostile living conditions. Before, we do, I really want to file a complaint against BBMP. Would be great if you could please let me know what is needed from my end.",66,10.0,"76, Nanjappa Garden, Horamavu, Bengaluru, Karnataka 560043, India",Near panchmukkhi ganesha temple,13.0202572,77.655074,Horamavu,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Open,0,0.3,low
2097,2019-05-06 19:51:00,110,"There are vendors who are charging more than MRP for the milk, cu...","There are vendors who are charging more than MRP for the milk, curd and other cooling items. request to please visit the shops and get them to task",58,10.0,"Bangalore, Karnataka, India",,12.979647,77.59074,Sampangiram Nagar,15.0,"Mobility - Roads, Footpaths and Infrastructure",Management Of Hawkers and Vendors,BBMP,Resolved,1,0.0,resolved
2098,2019-05-07 03:01:00,81,Stary Dogs menace entire night,"Stray dogs keep shouting entire night in the road and it is really difficult to get some peaceful sleep here in Mahadevapura, Ganga Bhavani temple road near K R BAKERY.
Many families live here but I don't know if they ever bothered to complain on this..
But it is really disturbing in the nights...and they even run behind vehicles and bark at people continuosly in the night

P.S : I am not a animal hater/lover..I just need some peaceful sleep",77,10.0,"Gangamma Temple Rd, Anjappa Layout, Chinappa Layout, Mahadevapura, Bengaluru, Karnataka 560048, India",Near KR bakery,12.99019114,77.68484509,Vijnana Nagar,19.0,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP,Resolved,5,0.0,resolved
2099,2019-05-07 06:37:00,186,"Garbage lake side at 1st main dead end, Munisanjeevappa layout, j...","Garbage lake side at 1st main dead end, Munisanjeevappa layout, jaraganahalli, land mark jksm apartment",155,10.0,"25, 1St Main Road, Ms Layout, Jarganahalli, Jp Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078, India",,12.8946839,77.5734522,Jaraganahalli,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,13,0.0,resolved
2100,2019-05-07 10:09:00,85,Water Lodging Problem in my Area during Rain Season,"Hi Team,

We are facing this issue year and year. But no one resolve this issue. Please take care.

Please find more pictures and videos in below tweet link.

https://twitter.com/Atul16858321/status/991919145825570816",155,10.0,"Doddanekundi Main Rd, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India",Between Soul Space Arena Mall and Rama Temple,12.975647,77.69396835,Dodda Nekkundi,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2,0.0,resolved
2101,2019-05-07 10:10:00,113,There's a small hoarding damaged and blocking footpath near Udupi...,"There's a small hoarding damaged and blocking footpath near Udupi park, Murugeshpalya. This remains same for sometime now. Can the concerned authority do the needful to clear it before it hurts someone?",67,10.0,"Thimma Reddy Lane, Kaveri Nagar, Murgesh Pallya, Bengaluru, Karnataka, India",,12.9587025,77.6546999,Konena Agrahara,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,2,0.0,resolved
2102,2019-05-07 10:41:00,80,Wet waste not being collected daily,"The garbage collection tempos don't show up . And also, when they do, they quickly move on to the next house further ahead, to only have us run to dump the waste.",442,10.0,"114, 3Rd Main Rd, Indira Nagar 1St Stage, H Colony, Indiranagar, Bengaluru, Karnataka 560038, India",Near Pristine public school,12.9810441,77.6434345,Hoysala Nagar,6.0,Garbage and Unsanitary Practices,Collection Of Door-to-door Garbage,BBMP,Resolved,13,0.0,resolved
2103,2019-05-07 10:57:00,114,CB ROAD TO ASC CENTRE BETWEEN WATER LEAKAGE WITH PATH WHOLE SO PR...,CB ROAD TO ASC CENTRE BETWEEN WATER LEAKAGE WITH PATH WHOLE SO PROBLEM TO TRAFFIC MOVING SIR PLEASE SALVED OLD AIRPORT ROAD,66,10.0,"Hal Old Airport Rd, Gowthamapuram, Jogupalya, Bengaluru, Karnataka 560007, India",,12.96691704,77.62341309,Agaram,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,1,0.0,resolved
2104,2019-05-07 11:27:00,185,Too much of noise from past 3 days we cannot stay in home,Too much of noise from past 3 days we cannot stay in home,62,10.0,"15, Jp Nagar 6Th Phase, Krishna Devaraya Nagar, Kashi Nagar, Kumaraswamy Layout, Bengaluru, Karnataka 560078, India",,12.8995127,77.5710764,Yelchenahalli,470.0,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,1,0.0,resolved
2105,2019-05-07 12:14:00,25,Street light frequent issues,"Hi Sir, 
Please change the street light in the pole which is frequently getting damaged, 

complete 16th Cross road in not having light in the Night Time, very scary",62,10.0,"No.1, Chaithanya Complex, Thambu Chetty Palya Main Rd, Ramamurthy Nagar, Bengaluru, Karnataka 560016, India","Ark aquarium ,16th Cross",13.01861458,77.67293946,Horamavu,470.0,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,2,0.0,resolved
2106,2019-05-07 12:21:00,174,"The car garage next to my house uses air blower for cleaning, cau...","The car garage next to my house uses air blower for cleaning, causing too much sound pollution thru out the day, in spite of telling multiple times there is no action taken for many months and years",46,7.0,"72, 22Nd Main Rd, Agara Village, 1St Sector, Hsr Layout, Bengaluru, Karnataka 560102, India",,12.9203572,77.6473418,HSR Layout,11.0,Pollution,Noise Pollution,KSPCB,Open,0,1.0,critical
2107,2019-05-07 12:27:00,199,Construction Of Personal SEPTIC TANK under Public Roads Leads To Sever DAMAGE Of all ROADS in this Area.,"People are Using Public road as their personal property, DIGGING the ROAD and MAKING their SEPTIC TANK UNDER PUBLIC ROAD seriously damages the Road Life (Sinkhole) and causing Accident.

For Personal Building Construction keeping their Raw Material (Cement, stones, Bricks, rods etc ) for Building Construction in the road for Long hours sometimes even for many days, BLOCKING THE ROADS people have to go by another road during Office Rush hours.

BAD ROAD condition leads to Accident, damage of vehicles, They don't even clear the road after using it- keeping many SHARP NAILS, WIRES etc on the roads making regular Tyre Puncture for Vehicles - Daily problems for normal People

I Want Your Kind Attention in This Matter and Asking for a Permanent Solution for Us.",62,10.0,"Thammenahalli Village, Bengaluru, Karnataka 560090, India","Back SIde Of Vagdevi PU College, 6th Cross",13.0755551,77.5009901,Other,470.0,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,1,0.0,resolved
2108,2019-05-07 13:08:00,150,Lake next to Pratham Motors (Maruti Suzuki showrom),"There is a lake next to this showroom. Off late, we see there is some sand dumped into the lake and a side road has been made. Not sure if it is being encoarched or being revived (latter does not look like). Thus wanted to bring it to your attention, so that we can check and see what is happening. Last thing is we want another huge building being built in the lake area. Thank You.",155,10.0,"Bellandur, Bengaluru, Karnataka, India",Lake next to Pratham Motors (Maruti Suzuki showrom),12.9304278,77.678404,Bellanduru,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2,0.0,resolved
2109,2019-05-07 16:12:00,191,SAS application number not received,"I've filled OTP form (Form number 2504) for getting the SAS application number/ PID of my flat in singasandra becuase the same was not provided to me by my builder. I filled it on March 23, 2019 but till date i have not received the PID so that i can go ahead and pay my property tax.",148,10.0,"Service Road, Hal Layout, Singasandra, Singasandra, Bengaluru, Karnataka 560068, India",Hotel keys,12.877563,77.6475853,Singasandra,1.0,Certificates,Property Tax,BBMP,Resolved,2,0.0,resolved
2110,2019-05-07 16:45:00,150,Water Logging just before the flyover leading to Eco Space,"When we have even less amount of rain also, water gets logged just before the start of the flyover leading to Eco Space leading to Traffic Jams and Traffic moving at Snails pace. Request you to do something about this at the earliest.",56,10.0,"3, Marathahalli - Sarjapur Outer Ring Rd, Devarabisanahalli, Bellandur, Bengaluru, Karnataka 560103, India",Opposite to Intel Office,12.93206643,77.6875215,Bellanduru,15.0,"Mobility - Roads, Footpaths and Infrastructure",Flooding/Waterlogging Of Roads And Footpaths,BBMP,Resolved,2,0.0,resolved
2111,2019-05-07 19:54:00,28,Incomplete road construction,Incomplete road construction,67,10.0,"129/1, Seethamma Rd, Venkateshappa Layout, Kammanahalli, Bengaluru, Karnataka 560043, India",Opp to karumari Amman temple,13.0127661,77.6387445,Kammanahalli,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,6,0.0,resolved
2112,2019-05-07 22:02:00,192,Begur main road after police station. road condition is very bad....,Begur main road after police station. road condition is very bad.. due to this too much of traffic jams. Dust impacting on public health. Accidents happening..people are struggling.  Kindly look in to this and fix this issue.,67,10.0,"Near Church Begur, Baglur Main Road, Begur, Begur, Bengaluru, Karnataka 560068, India",,12.8700157,77.6278771,Begur,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,2,0.0,resolved
2113,2019-05-07 22:07:00,192,Vittasandra 6th cross main road condition is very worst and worri...,Vittasandra 6th cross main road condition is very worst and worried from past 2 years... still road work is pending. authority is not taking any action.  look in to this... already 3 times complaint raised no action is been taken.,66,10.0,"6Th Cross, Lakshmi Layout, Vittasandra, Bengaluru, Karnataka, India",,12.8684976,77.6279373,Begur,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,On-the-Job,1,0.142,new
2114,2019-05-07 22:07:00,10,Street light not working. Keeps flickering. Was changed less than...,Street light not working. Keeps flickering. Was changed less than a year ago.,62,10.0,"57, 6Th Cross Rd, Nanjappa Layout, Chamundeswari Layout, Jalahalli East, Bengaluru, Karnataka 560097, India",,13.0680449,77.5566379,Dodda Bommasandra,470.0,Streetlights,Maintenance/Repair Of Streetlights,BBMP,On-the-Job,3,0.236,new
2115,2019-05-07 22:59:00,35,There is power cut for than 12hrs in RMV 2nd Stage. Kindly supply...,There is power cut for than 12hrs in RMV 2nd Stage. Kindly supply power as it stopped raining.,62,10.0,"28, 2Nd Main Rd, Ag's Layout, Mathikere, Bengaluru, Karnataka 560054, India",,13.0353708,77.5660662,Aramane Nagara,470.0,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Open,0,1.0,critical
2116,2019-05-07 23:04:00,35,There is a power cut from past 12 hrs in RMV 2nd Stage. Kindly su...,There is a power cut from past 12 hrs in RMV 2nd Stage. Kindly supply electricity as soon as possible,33,1.0,"Flat No 2,floor No 1,maurya Residency 28, 2Nd Main Rd,opposite Sree Presanna Anjaneya Temple, M S R Nagar, Mathikere, Bengaluru, Karnataka 560054, India",,13.0352995,77.5660621,Aramane Nagara,4.0,Electricity and Power Supply,Regular Supply Of Electricity,BESCOM,Open,0,0.889,high
2117,2019-05-07 23:39:00,5,Road dug up,The main road near the railway underpass was dug up for pipeline repair and has not been rectified since then. The road is in extremely bad condition and can pose serious hazard for motorists. Please relay the road at the earliest. Thanks.,66,10.0,"Thanisandra Main Rd, Devin Paradise Enclave, Tirumanahalli, Bengaluru, Karnataka, India",Near Shree Shaniswara temple,13.0791391,77.6339416,Jakkuru,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,On-the-Job,1,1.0,critical
2118,2019-05-07 23:58:00,188,Unidentified commercial vehicle,"There is a commercial car parked near our building since last 4-5 months with no owner identified. We have never seen anyone coming and taking out the car since last 4 months. Our neighbor also gave a complaint but no action has been taken yet. This requires attention, kindly help.",84,5.0,"3Rd Main, Anugraha Layout, Ramanashree Enclave, Bilekahalli, Bengaluru, Karnataka 560076, India","Pariwar pride apartment, Anugraha Layout, Phase-1",12.8969134,77.6120884,Bilekahalli,21.0,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP,Closed,1,0.0,resolved
2119,2019-05-08 03:23:00,176,No power electricity after rains,No power electricity after rains,33,1.0,"Btm 2Nd Stage, Bengaluru, Karnataka, India",Swadista ahar,12.9082396,77.6074088,BTM Layout,4.0,Electricity and Power Supply,Regular Supply Of Electricity,BESCOM,Open,0,1.0,critical
2120,2019-05-08 06:59:00,9,Irregular collection of garbage leading to problems in hygiene,Irregular collection of garbage leading to problems in hygiene,155,10.0,"512, Rajiv Gandhi Nagar, Kodigehalli, Bengaluru, Karnataka 560097, India",,13.07014946,77.5856939,Vidyaranyapura,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2,0.0,resolved
2121,2019-05-08 08:10:00,193,Pot hole has been collapsed since a year.as there is no proper dr...,Pot hole has been collapsed since a year.as there is no proper drainage system here.rain water suppose to flow by pot hole. due to this blockage rain water flow inside home please fix,66,10.0,"20, Vijayashri Layout, Syndicate Bank Colony, Omkar Nagar, Arekere, Bengaluru, Karnataka 560076, India",,12.88273409,77.59438684,Arekere,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,On-the-Job,3,1.0,critical
2122,2019-05-08 08:35:00,197,Very Poor condition of  Kamakura Road from Sarakki Signal to NICE...,"Very Poor condition of  Kamakura Road from Sarakki Signal to NICE Road Junction.

The road was dug up by BWSSB for laying water pipeline and by GAIL for laying gas pipe line.

The relaying of complete road is the need of the hour before major accidents.

BMRCL, BBMP, GAIL and BWSSB will be held accountable for any death due to poor road condition

Gautama",66,10.0,"Konanakunte Cross, Vasanthapura Main Road, Mango Garden Layout, Konanakunte, Bengaluru, Karnataka, India",,12.8904637,77.5639739,Vasanthapura,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,On-the-Job,1,0.825,high
2123,2019-05-08 09:36:00,8,They are just dumping all waste and creating a mini landfill next...,They are just dumping all waste and creating a mini landfill next to the ring road. People who see this get an impression that Bangalore has become so dirty.  ZERO waste management. Please look into this and resolve immediately otherwise I am 100% sure it will lead to unwanted diseases now that rains have also started.,155,10.0,"Bhadrappa Layout Service Road, Bengaluru, Karnataka, India",,13.0475594,77.5759155,Kodigehalli,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4,0.0,resolved
2124,2019-05-08 09:59:00,87,"Due to underpass work near HAL main gate, traffic has been divert...","Due to underpass work near HAL main gate, traffic has been diverted. But, pedestrian way is not taken care. This is making hardship for them alongside the diversion area. To add, the aluminium sheets need to be fixed before bit hurts someone.Any temporary arrangements for pedestrian would be appreciated, preferably a barricade separating the traffic.",67,10.0,"1St Cross Rd, Sudhama Nagar, Jeevan Bima Nagar, Bengaluru, Karnataka 560075, India",,12.95885842,77.66515656,HAL Airport,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Re-opened,3,0.15,new
2125,2019-05-08 10:24:00,59,Non-collection of Garbage,The Garbage collector tipper van is asking for money to remove the garbage. As we said No they are not taking our garbage from our house nor are they allowing us to give them the garbage when they come for collection. They don't stop in front of our house and ignore us completely. The garbage is been lying for 4 days at our place without being collected.,155,10.0,"9, Cline Rd, Balaji Layout, Cooke Town, Bengaluru, Karnataka 560005, India",Opp. Ambedkar Dental College,13.00020872,77.62149088,Maruthi Seva Nagar,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2,0.0,resolved
2126,2019-05-08 10:37:00,59,Potholes not fixed,The pothole on Pottery Road just before we take a left to the underpass has not been fixed for at least a month. Every time vehicles have to come to the right side of the road to take the turn resulting in a jam for the incoming traffic.,66,10.0,"No.7,m.s.building, Pottery Rd, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India",Before Underpass,12.99987943,77.62056015,Maruthi Seva Nagar,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,2,0.0,resolved
2127,2019-05-08 10:57:00,24,Garbage collection is not done for the past 2 years or more only...,"Garbage collection is not done for the past 2 years or more only from a few houses on our street 6th A main road 2nd block HBR Layout.
They collect from House no 311 and when they come to 315, instead of
 proceeding, they take a turn into 2nd cross leaving the houses from 315 to 320. Request and complaint to the supervisor have fallen on deaf ears.",155,10.0,"Outreach, 2Nd Block Hbr Layout, Stage 1, Hbr Layout, Bengaluru, Karnataka, India",,13.023337,77.6293623,HBR Layout,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2,0.0,resolved
2128,2019-05-08 11:10:00,77,Footpath encroachment,Sir i daily use bus form link road bus stop just behind the bus stop they cook food on footpath its unhygienic and use gas cylinders which is dangerous pleas remove the encroachments,84,5.0,"196, Link Rd, Malleshwaram, Bengaluru, Karnataka 560003, India",Link road bus stop,12.99435851,77.57375833,Dattatreya Temple,21.0,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP,Closed,1,0.0,resolved
2129,2019-05-08 13:06:00,179,Commercialization of Residential Area,"Jayanagar 8th block which was a residential area is now falling prey to commercial activities, the area which was peaceful even during the day now is becoming the commercial hub, a 6 storied commercial building is being built with no proper parking space for 4 wheelers and a community hall (no parking space) is being built, how can government turn a residential area into a commercial area even after seeing the fate of Indiranagar!!. The area which was silent once now echoes with the noises of generators from these commercial buildings",385,10.0,"37Th A Cross Rd, 8Th Block, Jayanagar, Bengaluru, Karnataka, India",Opposite to jss auditorium,12.9222962,77.5779027,Shakambari Nagar,382.0,Community Infrastructure and Services,Construction Of Shopping And Commercial Complexes,BBMP,Open,0,0.292,low
2130,2019-05-08 13:25:00,192,Regular power cuts in Basapura dream paradise layout,"This is my third complaint that here in dream paradise layout, Basapura there are regular power cuts more than 6 hours like a complete day or complete night and due to this water supply was also not possible since its based on electricity. And no mobile charge even for emergency calls or cabs. Here pregnant women and old people children are staying and please assume how difficult to stay here. Please do the needful or please let us know the higher authorities to forward the complaint.",33,1.0,"Basapura Main Rd, Dream Paradise Layout, Aishwarya Crystal Layout, Begur, Bengaluru, Karnataka 560068, India",Opposite to hosa road,12.8676922,77.6503398,Begur,4.0,Electricity and Power Supply,Regular Supply Of Electricity,BESCOM,Open,0,0.889,high
2131,2019-05-08 14:23:00,199,GARBAGE Collector box not available,"Hi team,  

In our place there is no garbage collector box, Garbage collector vehicle also not coming regularly. So kindly put some garbage collector box in our area.

Thanks",155,10.0,"5Th Main Rd, Radha Reddy Layout, Doddakannelli, Bengaluru, Karnataka 560035, India",Opposite to wipro sarjapur,12.9034867,77.6888435,Other,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,1,0.0,resolved
2132,2019-05-08 15:38:00,81,Irregular water supply,How many times i have to post complaint about the water issue the valve man doesn't do hi work properly his work is to open the valve he takes salary for that only the valve man opens the valve only half that too in the evening time we have to wait till 7pm and he closes the valve at 9pm even our sumps doesn't get filled how many times i had posted complaints regarding this none of them none them taking the issue serious i have no hope the same will continue,182,2.0,"Basavanagar, Adarsh Vista, Doddanekkundi, Bengaluru, Karnataka 560037, India",Tata sherwood,12.9730728,77.6859361,Vijnana Nagar,23.0,Water Supply and Services,Regular Water Supply,BWSSB,Open,0,0.542,medium
2133,2019-05-08 17:35:00,193,Garbage is not cleared. Lots of people keep dumping waste in this...,Garbage is not cleared. Lots of people keep dumping waste in this open area. Need permanent solution. been this way for 4 years,155,10.0,"Velvet Kitchen, Venugopal Reddy Layout, Arekere, Bengaluru, Karnataka, India",,12.8853508,77.6023678,Arekere,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Re-opened,3,1.0,critical
2134,2019-05-08 18:16:00,83,Drainages are dumped with  garbage in front of PVS English school...,Drainages are dumped with  garbage in front of PVS English school kadugodi....no body is coming to clean the drainage...lots of mosquitoes spreading dieaseas... kindly slove this problem sir,155,10.0,"Kadugodi Railway Station, Kadugodi, Bengaluru, Karnataka 560067, India",,12.9971519,77.7593343,Kadugodi,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2,0.0,resolved
